jd_id,job_title,max_score,avg_top5
2204,Database Administrator,11.0,6.912000000000001
1824,Database Administrator,8.09,6.909999999999999
695,Django Developer,10.08,6.904000000000001
1831,Machine Learning,7.64,6.9
1940,Java Developer,8.3,6.896000000000001
1138,Node js developer,11.99,6.896000000000001
1429,Full Stack Developer,9.76,6.896000000000001
1366,PHP Developer,9.46,6.894
888,DevOps Engineer,16.32,6.890000000000001
929,Full Stack Developer,12.61,6.884
116,Software Engineer,9.41,6.880000000000001
22,JavaScript Developer,8.56,6.8759999999999994
1473,DevOps Engineer,7.87,6.8740000000000006
1402,Flutter Developer,7.37,6.87
555,Java Developer,10.06,6.866000000000001
1640,Node js developer,8.06,6.866
2247,PHP Developer,8.1,6.853999999999999
362,Django Developer,12.54,6.851999999999999
1516,Backend Developer,7.89,6.848000000000001
60,Machine Learning,7.87,6.848000000000001
1777,Machine Learning,8.03,6.847999999999999
1687,Machine Learning,9.87,6.843999999999999
1764,iOS Developer,8.03,6.843999999999999
725,DevOps Engineer,12.29,6.843999999999999
1422,Machine Learning,7.77,6.841999999999999
2036,Django Developer,9.01,6.837999999999999
1630,Backend Developer,8.56,6.836
2161,PHP Developer,8.07,6.8340000000000005
440,Machine Learning,9.48,6.8340000000000005
772,Django Developer,11.14,6.8340000000000005
215,Wordpress Developer,8.59,6.8340000000000005
1216,Backend Developer,7.58,6.828
744,Software Engineer,10.65,6.8260000000000005
2068,Full Stack Developer,13.34,6.8199999999999985
1142,JavaScript Developer,8.54,6.811999999999999
194,JavaScript Developer,8.6,6.811999999999999
431,DevOps Engineer,12.5,6.8100000000000005
1400,Software Engineer,10.05,6.81
1709,DevOps Engineer,9.02,6.806
1039,DevOps Engineer,8.91,6.8
1911,iOS Developer,9.9,6.8
724,DevOps Engineer,11.88,6.796000000000001
1920,Java Developer,7.48,6.790000000000001
1049,Node js developer,7.23,6.790000000000001
93,JavaScript Developer,9.72,6.789999999999999
414,Backend Developer,10.18,6.786
761,Backend Developer,8.28,6.784000000000001
1103,Django Developer,7.87,6.781999999999999
739,Node js developer,10.64,6.781999999999999
1993,DevOps Engineer,10.8,6.780000000000001
305,Wordpress Developer,8.6,6.7780000000000005
1533,Network Administrator,8.1,6.7780000000000005
827,Machine Learning,9.4,6.774000000000001
1235,PHP Developer,8.21,6.773999999999999
1677,iOS Developer,7.73,6.772
1200,Node js developer,9.6,6.7700000000000005
707,PHP Developer,12.79,6.768000000000001
126,DevOps Engineer,7.78,6.767999999999999
1447,Software Engineer,10.28,6.767999999999999
2146,Network Administrator,12.89,6.766
844,Wordpress Developer,8.26,6.758
2070,Flutter Developer,10.23,6.754
394,JavaScript Developer,7.96,6.752
1586,JavaScript Developer,7.96,6.752
2098,iOS Developer,8.24,6.742
1233,Django Developer,7.41,6.734
1018,Backend Developer,9.08,6.733999999999999
914,Wordpress Developer,8.23,6.732000000000001
1873,Full Stack Developer,12.26,6.7299999999999995
649,Database Administrator,7.75,6.728
1300,Wordpress Developer,8.15,6.726000000000001
2042,Software Engineer,8.21,6.7219999999999995
357,DevOps Engineer,10.38,6.710000000000001
1635,Backend Developer,8.79,6.708
1053,Machine Learning,7.67,6.706
1854,Flutter Developer,8.19,6.706
471,PHP Developer,9.55,6.704000000000001
345,DevOps Engineer,9.21,6.702
525,JavaScript Developer,8.53,6.702
1621,iOS Developer,8.81,6.696000000000001
860,Django Developer,8.05,6.692
773,Machine Learning,8.94,6.686
1937,Java Developer,9.51,6.682
1867,Database Administrator,9.44,6.68
1370,Wordpress Developer,8.49,6.678
323,Machine Learning,7.56,6.675999999999999
1972,Full Stack Developer,8.26,6.67
1941,Java Developer,7.76,6.669999999999999
910,Java Developer,9.12,6.664
1247,Wordpress Developer,7.27,6.663999999999999
1486,Node js developer,7.42,6.6579999999999995
225,Wordpress Developer,7.88,6.6579999999999995
733,Django Developer,8.08,6.654000000000001
1956,Node js developer,10.55,6.65
1335,JavaScript Developer,8.35,6.645999999999999
494,Machine Learning,8.14,6.644
1912,Software Engineer,9.21,6.644
1546,JavaScript Developer,8.64,6.644
3,iOS Developer,9.47,6.644
537,PHP Developer,9.22,6.638
1967,Flutter Developer,9.13,6.634
437,iOS Developer,7.79,6.632
2190,Database Administrator,8.48,6.628
1763,Flutter Developer,7.92,6.622
1441,DevOps Engineer,7.98,6.622
2012,Flutter Developer,7.53,6.618
312,iOS Developer,9.7,6.618
1125,Machine Learning,9.19,6.612
1983,Java Developer,10.61,6.612
622,Software Engineer,9.07,6.608000000000001
2044,Backend Developer,7.7,6.608
1892,Django Developer,7.7,6.608
1128,JavaScript Developer,8.09,6.606
1778,JavaScript Developer,8.09,6.606
433,iOS Developer,7.02,6.593999999999999
937,Network Administrator,7.17,6.593999999999999
650,Java Developer,8.02,6.589999999999999
524,Flutter Developer,8.57,6.586
996,iOS Developer,8.56,6.586
2267,Full Stack Developer,10.7,6.583999999999999
619,Java Developer,7.88,6.580000000000001
2173,JavaScript Developer,10.9,6.578
1451,iOS Developer,11.0,6.574000000000001
1042,JavaScript Developer,11.2,6.574
1324,Full Stack Developer,7.09,6.57
1343,DevOps Engineer,7.67,6.5699999999999985
1213,DevOps Engineer,9.22,6.5680000000000005
1482,DevOps Engineer,10.0,6.564
218,Java Developer,10.02,6.5600000000000005
1479,Flutter Developer,7.47,6.56
1374,Network Administrator,11.34,6.558
1078,Flutter Developer,7.45,6.556
1308,Database Administrator,7.32,6.556
56,DevOps Engineer,11.83,6.554
1652,Wordpress Developer,8.11,6.553999999999999
0,Flutter Developer,6.93,6.553999999999999
884,Django Developer,8.64,6.552000000000001
711,Flutter Developer,7.73,6.55
1866,Full Stack Developer,8.28,6.55
2073,Full Stack Developer,7.99,6.548
959,Django Developer,8.57,6.547999999999999
2153,Node js developer,7.26,6.544
184,iOS Developer,7.87,6.542
2081,DevOps Engineer,7.06,6.542
1712,Flutter Developer,7.04,6.540000000000001
1012,DevOps Engineer,10.44,6.540000000000001
41,Software Engineer,9.72,6.538000000000001
2043,Backend Developer,8.81,6.537999999999999
1492,Database Administrator,8.17,6.532000000000001
1531,PHP Developer,8.68,6.531999999999999
295,Wordpress Developer,7.8,6.529999999999999
2028,Machine Learning,8.13,6.5280000000000005
1692,JavaScript Developer,8.15,6.5280000000000005
1829,DevOps Engineer,7.98,6.523999999999999
876,Full Stack Developer,7.08,6.514
828,Software Engineer,8.49,6.5120000000000005
536,Backend Developer,9.67,6.51
1493,Database Administrator,8.77,6.51
1882,Full Stack Developer,7.54,6.506
1182,Full Stack Developer,7.58,6.506
850,DevOps Engineer,10.19,6.502000000000001
319,Machine Learning,6.74,6.502000000000001
1339,Machine Learning,9.27,6.5
1354,Network Administrator,11.23,6.494
2249,Network Administrator,9.16,6.494
2250,DevOps Engineer,7.24,6.492
2223,Database Administrator,11.39,6.492
1096,Full Stack Developer,7.03,6.4860000000000015
1887,Wordpress Developer,7.84,6.486
1734,Backend Developer,6.97,6.486
2110,Machine Learning,8.06,6.481999999999999
144,Flutter Developer,7.33,6.4799999999999995
674,Database Administrator,7.2,6.476000000000001
401,PHP Developer,8.63,6.474000000000001
977,JavaScript Developer,10.51,6.468000000000001
2167,Wordpress Developer,9.08,6.465999999999999
1521,Backend Developer,7.99,6.465999999999999
80,Node js developer,8.89,6.456
1173,PHP Developer,7.73,6.448
736,Full Stack Developer,9.65,6.448
2005,Flutter Developer,7.91,6.442
1639,Wordpress Developer,9.0,6.442
1885,DevOps Engineer,10.18,6.44
841,Flutter Developer,7.44,6.44
207,DevOps Engineer,6.67,6.438
2102,Java Developer,9.59,6.434
416,Machine Learning,7.93,6.433999999999999
462,Java Developer,8.7,6.428
53,Node js developer,8.08,6.4159999999999995
1816,Network Administrator,12.0,6.414
224,Flutter Developer,7.72,6.412000000000001
573,Java Developer,10.47,6.412000000000001
814,Database Administrator,8.78,6.406000000000001
954,Node js developer,13.77,6.401999999999999
13,Software Engineer,9.58,6.392
2021,Java Developer,7.24,6.392
722,Flutter Developer,8.49,6.390000000000001
67,JavaScript Developer,7.68,6.39
1790,Java Developer,8.88,6.382
199,Full Stack Developer,8.15,6.376
49,Software Engineer,11.78,6.3759999999999994
1683,DevOps Engineer,8.3,6.374
1378,Full Stack Developer,7.51,6.372
1381,Backend Developer,7.59,6.368
2143,Software Engineer,7.54,6.364
2169,Database Administrator,10.98,6.364
412,Machine Learning,7.71,6.364
1450,Java Developer,9.04,6.363999999999999
1871,Wordpress Developer,7.06,6.356
486,Full Stack Developer,7.89,6.354000000000001
1812,Software Engineer,8.58,6.343999999999999
631,Django Developer,7.14,6.340000000000001
956,Node js developer,10.7,6.34
1244,Backend Developer,7.41,6.3340000000000005
271,iOS Developer,8.27,6.334
1306,Django Developer,8.23,6.326
1627,JavaScript Developer,8.65,6.326
4,Full Stack Developer,7.02,6.3100000000000005
213,Database Administrator,8.73,6.308000000000001
813,JavaScript Developer,7.88,6.303999999999999
333,Django Developer,7.51,6.296
1719,Flutter Developer,8.63,6.295999999999999
522,Machine Learning,10.15,6.292
1254,iOS Developer,8.21,6.29
1305,Database Administrator,7.99,6.288
549,Software Engineer,8.25,6.286
732,Java Developer,7.78,6.2780000000000005
1758,JavaScript Developer,8.28,6.278
851,Wordpress Developer,10.12,6.2700000000000005
1317,Database Administrator,7.11,6.268
2264,Backend Developer,8.18,6.264
78,Full Stack Developer,9.68,6.260000000000001
1752,Full Stack Developer,7.19,6.26
1194,JavaScript Developer,7.65,6.26
2230,iOS Developer,7.53,6.258
1899,Django Developer,8.6,6.254
2134,Node js developer,7.37,6.254
911,Software Engineer,8.55,6.252000000000001
1153,Java Developer,7.52,6.25
285,Backend Developer,8.63,6.248
1769,DevOps Engineer,9.58,6.244000000000001
335,Database Administrator,7.76,6.244
730,PHP Developer,6.51,6.244
1609,Machine Learning,8.58,6.234
1691,Software Engineer,8.58,6.234
918,Machine Learning,6.76,6.232
1162,Database Administrator,7.96,6.2299999999999995
74,DevOps Engineer,12.36,6.228
795,Backend Developer,8.14,6.2219999999999995
2164,Backend Developer,7.15,6.2219999999999995
1483,Software Engineer,7.39,6.22
691,Flutter Developer,11.23,6.218000000000001
473,Java Developer,8.22,6.218
2139,Wordpress Developer,7.1,6.214
1468,Network Administrator,10.77,6.2139999999999995
275,Software Engineer,10.14,6.21
241,PHP Developer,6.76,6.209999999999999
620,DevOps Engineer,8.5,6.2059999999999995
1184,Database Administrator,8.73,6.203999999999999
482,Django Developer,6.85,6.198
203,Full Stack Developer,9.6,6.1979999999999995
1010,Database Administrator,9.8,6.196
987,Machine Learning,7.33,6.196
1242,JavaScript Developer,7.23,6.196
1347,Django Developer,7.29,6.192
1261,JavaScript Developer,7.7,6.19
1453,PHP Developer,7.14,6.1899999999999995
2099,Flutter Developer,6.87,6.1899999999999995
21,Wordpress Developer,6.78,6.183999999999999
520,Machine Learning,6.78,6.182
2109,Wordpress Developer,8.03,6.1819999999999995
83,Database Administrator,8.61,6.180000000000001
742,Machine Learning,7.58,6.172
2026,Java Developer,7.52,6.162000000000001
400,DevOps Engineer,10.88,6.158
2184,PHP Developer,7.52,6.1579999999999995
941,JavaScript Developer,7.62,6.156000000000001
2270,Database Administrator,6.75,6.154
2206,Django Developer,8.76,6.152
172,PHP Developer,6.75,6.15
1565,Machine Learning,9.01,6.15
1783,PHP Developer,8.24,6.143999999999999
1008,JavaScript Developer,7.68,6.1419999999999995
2107,Django Developer,7.6,6.138
1036,Backend Developer,7.74,6.138
862,Wordpress Developer,7.81,6.136
703,JavaScript Developer,7.83,6.13
186,PHP Developer,7.77,6.126
1191,Wordpress Developer,6.82,6.126
1620,Software Engineer,8.17,6.1259999999999994
1732,DevOps Engineer,7.06,6.1240000000000006
552,Database Administrator,7.41,6.118
1074,Flutter Developer,7.35,6.114
1700,Database Administrator,8.42,6.114
840,Machine Learning,6.77,6.112
2079,Machine Learning,7.81,6.112
1440,iOS Developer,7.49,6.106
341,Machine Learning,7.63,6.098
2072,Software Engineer,8.75,6.096
1919,Database Administrator,7.22,6.0920000000000005
1631,iOS Developer,8.79,6.088
2128,JavaScript Developer,7.56,6.084
2224,JavaScript Developer,7.56,6.084
1349,Django Developer,9.47,6.078
2046,Django Developer,6.54,6.076
278,JavaScript Developer,9.01,6.07
1549,PHP Developer,7.96,6.07
748,iOS Developer,6.97,6.064
1814,Machine Learning,7.95,6.054
448,Software Engineer,6.95,6.054
793,Full Stack Developer,7.43,6.052
2272,Backend Developer,7.35,6.050000000000001
1048,Flutter Developer,7.66,6.05
138,JavaScript Developer,7.46,6.048
23,Database Administrator,8.58,6.048
2259,Machine Learning,7.81,6.034000000000001
896,Flutter Developer,7.09,6.03
284,Database Administrator,10.52,6.029999999999999
1375,Backend Developer,9.68,6.026000000000001
612,JavaScript Developer,7.78,6.026
1243,iOS Developer,7.9,6.024
1961,DevOps Engineer,11.1,6.023999999999999
1357,Node js developer,9.61,6.022
1129,iOS Developer,7.09,6.02
57,Wordpress Developer,7.0,6.014
2040,Database Administrator,8.69,6.0120000000000005
569,Software Engineer,8.6,6.012
2124,Java Developer,8.96,6.012
696,Software Engineer,8.06,6.01
606,Django Developer,8.9,6.006
360,Django Developer,6.99,6.006
1963,Database Administrator,9.11,6.004
354,DevOps Engineer,8.69,6.002
1062,Software Engineer,9.73,5.9959999999999996
506,Flutter Developer,7.48,5.991999999999999
2045,Database Administrator,6.87,5.99
2231,Software Engineer,8.1,5.9879999999999995
728,Database Administrator,6.93,5.986000000000001
92,Machine Learning,7.39,5.9799999999999995
1559,Database Administrator,8.32,5.979999999999999
1246,Node js developer,7.23,5.978
1658,Java Developer,8.49,5.976000000000001
1409,Full Stack Developer,7.78,5.974
2246,Django Developer,6.86,5.9719999999999995
1572,iOS Developer,6.61,5.970000000000001
140,Full Stack Developer,6.74,5.968
1610,DevOps Engineer,8.76,5.967999999999999
30,Machine Learning,7.16,5.964
921,PHP Developer,10.0,5.962
1368,Flutter Developer,8.85,5.96
510,JavaScript Developer,8.48,5.958
86,Database Administrator,8.16,5.954
496,Machine Learning,7.1,5.953999999999999
183,Wordpress Developer,8.65,5.952
689,Machine Learning,6.84,5.95
2183,Flutter Developer,6.74,5.9479999999999995
1670,DevOps Engineer,8.53,5.94
2049,Flutter Developer,8.63,5.932
542,Java Developer,7.17,5.928000000000001
2212,Software Engineer,6.56,5.926
276,Java Developer,6.69,5.9239999999999995
1472,Django Developer,6.13,5.918
899,Full Stack Developer,8.1,5.9159999999999995
1667,Network Administrator,23.31,5.9079999999999995
1819,Machine Learning,8.21,5.9079999999999995
1212,Wordpress Developer,7.6,5.906000000000001
723,PHP Developer,9.06,5.906000000000001
1556,Full Stack Developer,8.07,5.901999999999999
212,Full Stack Developer,7.06,5.8999999999999995
974,iOS Developer,7.12,5.896
780,Flutter Developer,7.27,5.884
632,DevOps Engineer,9.71,5.88
409,Java Developer,8.51,5.8759999999999994
1005,Backend Developer,6.56,5.872
926,Database Administrator,10.07,5.868
2059,Full Stack Developer,7.67,5.867999999999999
1858,Java Developer,8.59,5.866
808,Machine Learning,7.04,5.864
1861,Network Administrator,8.95,5.862
889,Backend Developer,7.5,5.86
2083,Machine Learning,7.5,5.856
609,Machine Learning,7.98,5.851999999999999
469,DevOps Engineer,7.18,5.848000000000001
298,Software Engineer,8.77,5.845999999999999
1280,Machine Learning,7.24,5.844
1169,Wordpress Developer,6.88,5.844
1997,Software Engineer,6.56,5.843999999999999
2131,iOS Developer,7.85,5.840000000000001
1467,Software Engineer,6.92,5.838
1477,JavaScript Developer,8.14,5.8260000000000005
2141,Database Administrator,7.27,5.825999999999999
1221,Network Administrator,7.54,5.822
1731,Backend Developer,20.2,5.818
849,Full Stack Developer,6.98,5.814
1674,JavaScript Developer,7.72,5.8100000000000005
293,Django Developer,9.08,5.804
1003,DevOps Engineer,9.49,5.804
1056,Database Administrator,8.12,5.8020000000000005
1190,Flutter Developer,6.75,5.799999999999999
1668,Database Administrator,7.07,5.798
1538,Machine Learning,7.85,5.792
2025,PHP Developer,6.44,5.792
1394,Java Developer,8.35,5.79
2257,Full Stack Developer,6.45,5.788
98,Software Engineer,7.05,5.779999999999999
922,Machine Learning,7.23,5.776
1518,Machine Learning,6.9,5.774
445,JavaScript Developer,6.43,5.7620000000000005
1250,DevOps Engineer,8.66,5.7620000000000005
716,Full Stack Developer,8.53,5.758000000000001
2093,PHP Developer,7.95,5.754
1628,Network Administrator,9.05,5.744
1397,JavaScript Developer,7.18,5.7379999999999995
316,Backend Developer,6.97,5.736
1787,PHP Developer,7.87,5.736
1688,Machine Learning,7.6,5.735999999999999
1604,Java Developer,8.57,5.734
2030,Database Administrator,6.0,5.732
308,Full Stack Developer,8.47,5.724000000000001
2111,Flutter Developer,6.66,5.724
1093,JavaScript Developer,9.38,5.720000000000001
1312,iOS Developer,6.63,5.715999999999999
811,Flutter Developer,8.57,5.714
1026,Node js developer,6.11,5.712
1785,Software Engineer,8.1,5.712
684,Database Administrator,7.31,5.7059999999999995
1419,Machine Learning,7.68,5.704
220,PHP Developer,8.11,5.699999999999999
351,Machine Learning,8.96,5.6979999999999995
2186,Flutter Developer,8.98,5.6979999999999995
1043,DevOps Engineer,8.26,5.688
2219,DevOps Engineer,8.72,5.686
439,iOS Developer,7.46,5.682
2148,Software Engineer,7.0,5.676
829,PHP Developer,6.95,5.672
2232,Django Developer,6.52,5.67
2122,Full Stack Developer,6.43,5.662000000000001
2047,Wordpress Developer,6.59,5.6579999999999995
775,Machine Learning,8.02,5.656
90,Machine Learning,7.15,5.654
1478,PHP Developer,7.74,5.652
1174,Node js developer,6.44,5.65
340,JavaScript Developer,10.3,5.65
904,Node js developer,7.15,5.65
1065,Flutter Developer,9.17,5.644
159,Django Developer,8.34,5.638
759,Backend Developer,6.96,5.636
19,DevOps Engineer,7.91,5.626
1302,Full Stack Developer,9.57,5.6259999999999994
1595,iOS Developer,7.17,5.6259999999999994
1177,iOS Developer,7.86,5.624
729,Backend Developer,5.87,5.62
1634,DevOps Engineer,8.0,5.616
1489,Full Stack Developer,13.62,5.609999999999999
193,Django Developer,11.56,5.606
165,JavaScript Developer,5.86,5.604000000000001
1851,JavaScript Developer,11.66,5.604
488,Wordpress Developer,7.03,5.6000000000000005
386,Node js developer,6.61,5.6
661,Flutter Developer,5.84,5.596
948,Wordpress Developer,6.45,5.596
1094,DevOps Engineer,7.08,5.595999999999999
1390,Full Stack Developer,8.62,5.595999999999999
476,Wordpress Developer,7.68,5.593999999999999
1547,Database Administrator,6.9,5.586
1761,JavaScript Developer,8.08,5.5840000000000005
1682,Full Stack Developer,6.39,5.5760000000000005
671,Node js developer,6.34,5.5760000000000005
1931,Machine Learning,9.9,5.576
1703,Flutter Developer,6.11,5.572
1656,Wordpress Developer,7.93,5.566
1454,Database Administrator,9.32,5.566
39,PHP Developer,7.41,5.564
2175,Wordpress Developer,6.04,5.5600000000000005
837,Software Engineer,6.03,5.5520000000000005
2092,DevOps Engineer,7.96,5.544
311,Django Developer,6.15,5.540000000000001
59,Wordpress Developer,6.17,5.536
534,Database Administrator,6.11,5.532
2029,Flutter Developer,6.74,5.530000000000001
865,JavaScript Developer,7.24,5.529999999999999
483,PHP Developer,6.72,5.529999999999999
493,Wordpress Developer,7.08,5.526000000000001
1227,iOS Developer,7.26,5.526
1214,PHP Developer,6.03,5.512
544,JavaScript Developer,6.87,5.508
2268,Backend Developer,7.0,5.508
979,Software Engineer,8.62,5.502000000000001
1085,Backend Developer,6.99,5.502000000000001
951,Backend Developer,6.49,5.502
1145,Flutter Developer,7.33,5.502
567,Full Stack Developer,8.83,5.500000000000001
852,Flutter Developer,7.0,5.489999999999999
2171,Full Stack Developer,9.48,5.486
388,Full Stack Developer,7.14,5.478
672,JavaScript Developer,5.92,5.474
1136,Wordpress Developer,8.14,5.472
1970,Machine Learning,5.88,5.4719999999999995
627,Django Developer,6.76,5.4719999999999995
690,PHP Developer,6.59,5.47
1417,Backend Developer,7.09,5.467999999999999
940,JavaScript Developer,9.7,5.465999999999999
1773,JavaScript Developer,7.41,5.46
1033,Database Administrator,7.63,5.454
1435,Software Engineer,9.49,5.452
79,Full Stack Developer,7.17,5.452
1152,Wordpress Developer,5.98,5.45
1218,Full Stack Developer,6.33,5.444
548,DevOps Engineer,9.33,5.436
681,Machine Learning,7.08,5.436
591,Java Developer,7.89,5.433999999999999
1739,Machine Learning,6.33,5.424
321,Backend Developer,7.78,5.422
236,DevOps Engineer,7.98,5.42
1230,iOS Developer,6.97,5.412000000000001
556,Software Engineer,7.44,5.408
566,Backend Developer,6.46,5.404000000000001
1629,Django Developer,5.75,5.404
250,Java Developer,6.06,5.402
1979,Database Administrator,5.63,5.398000000000001
1779,Flutter Developer,6.26,5.398000000000001
244,Full Stack Developer,7.74,5.395999999999999
1754,Wordpress Developer,6.41,5.393999999999999
499,Node js developer,8.56,5.392
1469,iOS Developer,7.14,5.391999999999999
1659,DevOps Engineer,5.67,5.39
1113,Full Stack Developer,6.26,5.388000000000001
331,Software Engineer,5.59,5.388
1916,iOS Developer,7.06,5.38
2188,Software Engineer,6.79,5.3759999999999994
746,DevOps Engineer,8.05,5.372
875,JavaScript Developer,7.54,5.3660000000000005
1998,Machine Learning,5.71,5.366
700,Flutter Developer,7.44,5.364
863,Machine Learning,8.46,5.3580000000000005
137,Node js developer,8.54,5.356
2256,Database Administrator,9.77,5.348000000000001
701,DevOps Engineer,6.6,5.347999999999999
1209,Wordpress Developer,8.38,5.346
999,Django Developer,6.53,5.346
2106,Django Developer,7.14,5.336
961,Full Stack Developer,5.83,5.3340000000000005
33,Machine Learning,5.9,5.332
777,Full Stack Developer,6.35,5.33
1411,DevOps Engineer,10.07,5.33
950,Software Engineer,5.81,5.326
1423,iOS Developer,8.79,5.319999999999999
454,Software Engineer,9.19,5.316000000000001
788,PHP Developer,6.17,5.316000000000001
438,Database Administrator,7.12,5.308
1108,Flutter Developer,6.05,5.308
1496,Backend Developer,6.6,5.305999999999999
603,Wordpress Developer,7.47,5.302
1331,DevOps Engineer,7.06,5.3
1524,Full Stack Developer,5.91,5.298
125,JavaScript Developer,6.48,5.298
1104,Java Developer,10.41,5.2940000000000005
297,Database Administrator,5.65,5.294
2007,Database Administrator,6.96,5.292
1641,Full Stack Developer,5.64,5.292
302,Full Stack Developer,7.02,5.290000000000001
1657,Java Developer,5.82,5.29
1643,Software Engineer,6.64,5.288
1955,Machine Learning,6.56,5.284
2076,Database Administrator,5.49,5.276000000000001
1775,Database Administrator,8.48,5.268000000000001
648,JavaScript Developer,6.1,5.268
2015,Machine Learning,5.56,5.266
989,Database Administrator,6.35,5.264
765,iOS Developer,8.04,5.263999999999999
2063,iOS Developer,8.49,5.232000000000001
931,Wordpress Developer,6.09,5.231999999999999
76,JavaScript Developer,8.52,5.225999999999999
2168,Machine Learning,6.06,5.224
1994,Flutter Developer,6.0,5.223999999999999
1948,iOS Developer,7.77,5.218
204,Java Developer,6.02,5.217999999999999
1148,Flutter Developer,5.95,5.21
578,Full Stack Developer,5.85,5.21
143,Machine Learning,5.53,5.208
751,Backend Developer,6.35,5.198
980,Database Administrator,6.53,5.194
1930,DevOps Engineer,6.68,5.183999999999999
1351,Software Engineer,6.96,5.1819999999999995
2222,Backend Developer,6.66,5.1819999999999995
2198,Wordpress Developer,8.13,5.176
1856,Full Stack Developer,5.89,5.174
1506,Java Developer,7.0,5.1739999999999995
2060,Java Developer,7.87,5.17
2123,DevOps Engineer,8.01,5.164
1927,DevOps Engineer,8.36,5.162
1883,Backend Developer,6.15,5.154
283,DevOps Engineer,6.08,5.144
1508,Software Engineer,5.91,5.1419999999999995
1523,Node js developer,7.82,5.14
171,Backend Developer,7.74,5.138
37,Wordpress Developer,7.27,5.138
633,DevOps Engineer,5.62,5.132
1936,Django Developer,5.96,5.128
676,JavaScript Developer,5.37,5.12
2132,Machine Learning,5.33,5.119999999999999
46,Machine Learning,7.21,5.1160000000000005
2138,Flutter Developer,5.46,5.114
2210,Database Administrator,5.47,5.106
741,Machine Learning,5.97,5.104000000000001
108,Machine Learning,6.49,5.103999999999999
2066,Java Developer,6.48,5.1
1784,Machine Learning,6.25,5.0840000000000005
1369,JavaScript Developer,5.76,5.072
1222,Database Administrator,7.31,5.068
1179,Machine Learning,7.93,5.066
1395,Software Engineer,7.52,5.0600000000000005
1540,Wordpress Developer,6.47,5.058
1557,Database Administrator,6.84,5.056
638,Wordpress Developer,5.21,5.0520000000000005
516,Java Developer,5.69,5.052
1949,Backend Developer,6.06,5.05
1608,DevOps Engineer,6.67,5.038
1803,Machine Learning,6.29,5.034000000000001
1239,Full Stack Developer,6.16,5.034
1087,Java Developer,6.26,5.029999999999999
1756,iOS Developer,7.09,5.024
1399,JavaScript Developer,7.91,5.022
915,Wordpress Developer,6.06,5.022
579,Flutter Developer,7.02,5.016
1730,Database Administrator,6.35,5.0120000000000005
870,Full Stack Developer,6.93,5.010000000000001
694,Full Stack Developer,7.35,5.01
598,Machine Learning,5.63,5.008
135,iOS Developer,7.34,5.0040000000000004
2176,DevOps Engineer,6.7,5.002
1359,JavaScript Developer,6.86,4.997999999999999
770,DevOps Engineer,7.25,4.996
2115,Java Developer,10.47,4.994
1068,iOS Developer,5.46,4.986
1105,Machine Learning,5.4,4.984
255,DevOps Engineer,12.41,4.984
1428,iOS Developer,6.55,4.982000000000001
189,iOS Developer,6.59,4.970000000000001
475,iOS Developer,6.59,4.970000000000001
1421,DevOps Engineer,5.53,4.954
2062,Machine Learning,5.81,4.944
1969,Flutter Developer,5.43,4.942
1292,PHP Developer,5.72,4.934
576,PHP Developer,6.05,4.918000000000001
953,Machine Learning,5.8,4.9159999999999995
2182,Django Developer,6.66,4.914
2064,Software Engineer,6.07,4.91
1676,Machine Learning,5.42,4.9
2234,Database Administrator,5.71,4.89
1740,DevOps Engineer,10.36,4.888
2125,PHP Developer,5.83,4.878
1089,Java Developer,6.37,4.87
1193,Machine Learning,5.46,4.87
2033,Database Administrator,5.36,4.868
1841,Wordpress Developer,6.7,4.86
2014,iOS Developer,5.43,4.8420000000000005
1560,Java Developer,5.3,4.842
1776,PHP Developer,7.76,4.8340000000000005
2097,Wordpress Developer,5.6,4.826
1992,iOS Developer,5.16,4.82
1046,DevOps Engineer,7.54,4.818
1295,Backend Developer,5.63,4.818
1923,Full Stack Developer,5.11,4.818
174,JavaScript Developer,5.97,4.812
846,Network Administrator,6.87,4.8020000000000005
1458,JavaScript Developer,5.04,4.798
685,Wordpress Developer,5.54,4.794
11,Machine Learning,6.4,4.787999999999999
1901,Full Stack Developer,6.47,4.786
675,Full Stack Developer,6.56,4.779999999999999
1240,Full Stack Developer,5.37,4.7540000000000004
702,Full Stack Developer,10.87,4.742
1637,iOS Developer,5.81,4.734
164,Backend Developer,5.03,4.728
1821,PHP Developer,8.87,4.720000000000001
998,Java Developer,6.49,4.718
1537,Full Stack Developer,5.2,4.717999999999999
600,Wordpress Developer,6.97,4.71
1671,Wordpress Developer,8.75,4.708
789,iOS Developer,8.27,4.698
1753,Software Engineer,5.6,4.6899999999999995
1181,JavaScript Developer,4.93,4.6899999999999995
796,Software Engineer,7.07,4.676
784,Flutter Developer,14.52,4.672
2038,Database Administrator,5.14,4.667999999999999
682,Full Stack Developer,5.39,4.666
618,Full Stack Developer,5.35,4.662
662,Django Developer,6.79,4.662
505,Full Stack Developer,5.99,4.66
268,PHP Developer,5.73,4.652
200,Flutter Developer,6.3,4.644
1924,Database Administrator,5.95,4.640000000000001
1098,Software Engineer,5.15,4.628
153,Full Stack Developer,6.38,4.627999999999999
2248,iOS Developer,7.34,4.6259999999999994
20,Database Administrator,6.1,4.612
1910,JavaScript Developer,5.39,4.608
2031,Django Developer,7.36,4.6
450,Backend Developer,5.87,4.587999999999999
2089,Database Administrator,4.73,4.572000000000001
